Name,Total Time,Total Time (CPU),Hits
                                                                                                                              jdk.internal.reflect.GeneratedMethodAccessor120.invoke (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                               org.hibernate.internal.SessionImpl.find (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                org.hibernate.internal.SessionImpl.find (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                 org.hibernate.internal.SessionImpl$IdentifierLoadAccessImpl.load (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                  org.hibernate.internal.SessionImpl$IdentifierLoadAccessImpl.perform (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                   org.hibernate.internal.SessionImpl$IdentifierLoadAccessImpl$$Lambda$1036.0x0000000801284240.get (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                    org.hibernate.internal.SessionImpl$IdentifierLoadAccessImpl.lambda$load$1 (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                     org.hibernate.internal.SessionImpl$IdentifierLoadAccessImpl.doLoad (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                      org.hibernate.internal.SessionImpl.access$2100 (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                       org.hibernate.internal.SessionImpl.fireLoad (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                        org.hibernate.internal.SessionImpl.fireLoadNoChecks (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                         org.hibernate.event.service.internal.EventListenerGroupImpl.fireEventOnEachListener (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                          org.hibernate.internal.SessionImpl$$Lambda$1037.0x0000000801284da0.applyEventToListener (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                           org.hibernate.event.internal.DefaultLoadEventListener.onLoad (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                            org.hibernate.event.internal.DefaultLoadEventListener.doOnLoad (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                             org.hibernate.event.internal.DefaultLoadEventListener.proxyOrLoad (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                              org.hibernate.event.internal.DefaultLoadEventListener.load (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                               org.hibernate.event.internal.DefaultLoadEventListener.doLoad (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                                org.hibernate.event.internal.DefaultLoadEventListener.loadFromDatasource (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                                 org.hibernate.persister.entity.AbstractEntityPersister.load (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                                  org.hibernate.persister.entity.AbstractEntityPersister.doLoad (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                                   org.hibernate.loader.entity.plan.AbstractLoadPlanBasedEntityLoader.load (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                                    org.hibernate.loader.plan.exec.internal.AbstractLoadPlanBasedLoader.executeLoad (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                                     org.hibernate.loader.plan.exec.internal.AbstractLoadPlanBasedLoader.executeQueryStatement (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                                      org.hibernate.loader.plan.exec.internal.AbstractLoadPlanBasedLoader.getResultSet (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                                       org.hibernate.engine.jdbc.internal.ResultSetReturnImpl.extract (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                                        com.zaxxer.hikari.pool.HikariProxyPreparedStatement.executeQuery (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                                         com.zaxxer.hikari.pool.ProxyPreparedStatement.executeQuery (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                                          com.mysql.cj.jdbc.ClientPreparedStatement.executeQuery (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                                           com.mysql.cj.jdbc.ClientPreparedStatement.executeInternal (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                                            com.mysql.cj.NativeSession.execSQL (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                                             com.mysql.cj.protocol.a.NativeProtocol.sendQueryPacket (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                                              com.mysql.cj.protocol.a.NativeProtocol.sendCommand (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                                               com.mysql.cj.protocol.a.NativeProtocol.checkErrorMessage (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                                                com.mysql.cj.protocol.a.NativeProtocol.readMessage (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                                                 com.mysql.cj.protocol.a.MultiPacketReader.readHeader (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                                                  com.mysql.cj.protocol.a.MultiPacketReader.readHeader (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                                                   com.mysql.cj.protocol.a.TimeTrackingPacketReader.readHeader (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                                                    com.mysql.cj.protocol.a.TimeTrackingPacketReader.readHeader (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                                                     com.mysql.cj.protocol.a.SimplePacketReader.readHeader (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                                                      com.mysql.cj.protocol.a.SimplePacketReader.readHeader (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                                                       com.mysql.cj.protocol.FullReadInputStream.readFully (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                                                        java.io.FilterInputStream.read (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                                                         com.mysql.cj.protocol.ReadAheadInputStream.read (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                                                          com.mysql.cj.protocol.ReadAheadInputStream.readFromUnderlyingStreamIfNecessary (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                                                           com.mysql.cj.protocol.ReadAheadInputStream.fill (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                                                            java.net.Socket$SocketInputStream.read (),87.8 ms (-0%),87.8 ms (-0%),1
                                                                                                                                                                            Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                                                           Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                                                          Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                                                         Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                                                        Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                                                       Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                                                      Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                                                     Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                                                    Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                                                   Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                                                  Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                                                 Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                                                Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                                               Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                                              Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                                             Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                                            Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                                           Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                                          Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                                         Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                                        Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                                       Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                                      Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                                     Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                                    Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                                   Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                                  Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                                 Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                                Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                               Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                              Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                             Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                            Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                           Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                          Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                         Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                        Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                       Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                      Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                     Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                    Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                   Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                  Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                 Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                                Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                               Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                              Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                             Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                            Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                           Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                          Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                         Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                        Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                       Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                      Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                     Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                    Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                   Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                  Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                 Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                                Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                               Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                              Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                             Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                            Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                           Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                          Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                         Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                        Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                       Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                      Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                     Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                    Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                   Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                  Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                 Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                                Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                               Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                              Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                             Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                            Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                           Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                          Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                         Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                        Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                       Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                      Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                     Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                    Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                   Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                  Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                 Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                               Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                              Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                             Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                            Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                           Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                          Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                         Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                        Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                       Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                      Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                     Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                    Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                   Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                  Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                 Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                Self time,0.0 ms (0%),0.0 ms (0%),1
                                                               Self time,0.0 ms (0%),0.0 ms (0%),1
                                                              Self time,0.0 ms (0%),0.0 ms (0%),1
                                                             Self time,0.0 ms (0%),0.0 ms (0%),1
                                                            Self time,0.0 ms (0%),0.0 ms (0%),1
                                                           Self time,0.0 ms (0%),0.0 ms (0%),1
                                                          Self time,0.0 ms (0%),0.0 ms (0%),1
                                                         Self time,0.0 ms (0%),0.0 ms (0%),1
                                                        Self time,0.0 ms (0%),0.0 ms (0%),1
                                                       Self time,0.0 ms (0%),0.0 ms (0%),1
                                                      Self time,0.0 ms (0%),0.0 ms (0%),1
                                                     Self time,0.0 ms (0%),0.0 ms (0%),1
                                                    Self time,0.0 ms (0%),0.0 ms (0%),1
                                                   Self time,0.0 ms (0%),0.0 ms (0%),1
                                                  Self time,0.0 ms (0%),0.0 ms (0%),1
                                                 Self time,0.0 ms (0%),0.0 ms (0%),1
                                                Self time,0.0 ms (0%),0.0 ms (0%),1
                                               Self time,0.0 ms (0%),0.0 ms (0%),1
                                              Self time,0.0 ms (0%),0.0 ms (0%),1
                                             Self time,0.0 ms (0%),0.0 ms (0%),1
                                            Self time,0.0 ms (0%),0.0 ms (0%),1
                                           Self time,0.0 ms (0%),0.0 ms (0%),1
                                          Self time,0.0 ms (0%),0.0 ms (0%),1
                                         Self time,0.0 ms (0%),0.0 ms (0%),1
                                        Self time,0.0 ms (0%),0.0 ms (0%),1
                                       Self time,0.0 ms (0%),0.0 ms (0%),1
                                      Self time,0.0 ms (0%),0.0 ms (0%),1
                                     Self time,0.0 ms (0%),0.0 ms (0%),1
                                    Self time,0.0 ms (0%),0.0 ms (0%),1
                                   Self time,0.0 ms (0%),0.0 ms (0%),1
                                  Self time,0.0 ms (0%),0.0 ms (0%),1
                                 Self time,0.0 ms (0%),0.0 ms (0%),1
                                Self time,0.0 ms (0%),0.0 ms (0%),1
                               Self time,0.0 ms (0%),0.0 ms (0%),1
                              Self time,0.0 ms (0%),0.0 ms (0%),1
                             Self time,0.0 ms (0%),0.0 ms (0%),1
                            Self time,0.0 ms (0%),0.0 ms (0%),1
                           Self time,0.0 ms (0%),0.0 ms (0%),1
                          Self time,0.0 ms (0%),0.0 ms (0%),1
                         Self time,0.0 ms (0%),0.0 ms (0%),1
                        Self time,0.0 ms (0%),0.0 ms (0%),1
                       Self time,0.0 ms (0%),0.0 ms (0%),1
                      Self time,0.0 ms (0%),0.0 ms (0%),1
                     Self time,0.0 ms (0%),0.0 ms (0%),1
                    Self time,0.0 ms (0%),0.0 ms (0%),1
                   Self time,0.0 ms (0%),0.0 ms (0%),1
                  Self time,0.0 ms (0%),0.0 ms (0%),1
                 Self time,0.0 ms (0%),0.0 ms (0%),1
                Self time,0.0 ms (0%),0.0 ms (0%),1
               Self time,0.0 ms (0%),0.0 ms (0%),1
              Self time,0.0 ms (0%),0.0 ms (0%),1
             Self time,0.0 ms (0%),0.0 ms (0%),1
            Self time,0.0 ms (0%),0.0 ms (0%),1
           Self time,0.0 ms (0%),0.0 ms (0%),1
          Self time,0.0 ms (0%),0.0 ms (0%),1
         Self time,0.0 ms (0%),0.0 ms (0%),1
        Self time,0.0 ms (0%),0.0 ms (0%),1
       Self time,0.0 ms (0%),0.0 ms (0%),1
      Self time,0.0 ms (0%),0.0 ms (0%),1
     Self time,0.0 ms (0%),0.0 ms (0%),1
    Self time,0.0 ms (0%),0.0 ms (0%),1
   Self time,0.0 ms (0%),0.0 ms (0%),1
  Self time,0.0 ms (0%),0.0 ms (0%),1
http-nio-8080-exec-6,"75,998 ms (-0%)",396 ms (-0%),1
 java.lang.Thread.run (),"75,998 ms (-0%)",396 ms (-0%),1
  org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run (),"75,998 ms (-0%)",396 ms (-0%),1
   java.util.concurrent.ThreadPoolExecutor$Worker.run (),"75,998 ms (-0%)",396 ms (-0%),1
    java.util.concurrent.ThreadPoolExecutor.runWorker (),"75,998 ms (-0%)",396 ms (-0%),1
     java.util.concurrent.ThreadPoolExecutor.getTask (),"75,602 ms (-0%)",0.0 ms (0%),5
      org.apache.tomcat.util.threads.TaskQueue.take (),"75,602 ms (-0%)",0.0 ms (0%),5
       org.apache.tomcat.util.threads.TaskQueue.take (),"75,602 ms (-0%)",0.0 ms (0%),5
        java.util.concurrent.LinkedBlockingQueue.take (),"75,602 ms (-0%)",0.0 ms (0%),5
        Self time,0.0 ms (0%),0.0 ms (0%),5
       Self time,0.0 ms (0%),0.0 ms (0%),5
      Self time,0.0 ms (0%),0.0 ms (0%),5
     org.apache.tomcat.util.net.SocketProcessorBase.run (),396 ms (-0%),396 ms (-0%),4
      org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun (),396 ms (-0%),396 ms (-0%),4
       org.apache.coyote.AbstractProtocol$ConnectionHandler.process (),396 ms (-0%),396 ms (-0%),4
        org.apache.coyote.AbstractProcessorLight.process (),396 ms (-0%),396 ms (-0%),4
         org.apache.coyote.http11.Http11Processor.service (),396 ms (-0%),396 ms (-0%),4
          org.apache.catalina.connector.CoyoteAdapter.service (),396 ms (-0%),396 ms (-0%),4
           org.apache.catalina.core.StandardEngineValve.invoke (),396 ms (-0%),396 ms (-0%),4
            org.apache.catalina.valves.ErrorReportValve.invoke (),396 ms (-0%),396 ms (-0%),4
             org.apache.catalina.core.StandardHostValve.invoke (),396 ms (-0%),396 ms (-0%),4
              org.apache.catalina.authenticator.AuthenticatorBase.invoke (),396 ms (-0%),396 ms (-0%),4
               org.apache.catalina.core.StandardContextValve.invoke (),396 ms (-0%),396 ms (-0%),4
                org.apache.catalina.core.StandardWrapperValve.invoke (),396 ms (-0%),396 ms (-0%),4
                 org.apache.catalina.core.ApplicationFilterChain.doFilter (),396 ms (-0%),396 ms (-0%),4
                  org.apache.catalina.core.ApplicationFilterChain.internalDoFilter (),396 ms (-0%),396 ms (-0%),4
                   org.springframework.web.filter.OncePerRequestFilter.doFilter (),396 ms (-0%),396 ms (-0%),4
                    org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal (),396 ms (-0%),396 ms (-0%),4
                     org.apache.catalina.core.ApplicationFilterChain.doFilter (),396 ms (-0%),396 ms (-0%),4
                      org.apache.catalina.core.ApplicationFilterChain.internalDoFilter (),396 ms (-0%),396 ms (-0%),4
                       org.springframework.web.filter.OncePerRequestFilter.doFilter (),396 ms (-0%),396 ms (-0%),4
                        org.springframework.web.filter.FormContentFilter.doFilterInternal (),396 ms (-0%),396 ms (-0%),4
                         org.apache.catalina.core.ApplicationFilterChain.doFilter (),396 ms (-0%),396 ms (-0%),4
                          org.apache.catalina.core.ApplicationFilterChain.internalDoFilter (),396 ms (-0%),396 ms (-0%),4
                           org.springframework.web.filter.OncePerRequestFilter.doFilter (),396 ms (-0%),396 ms (-0%),4
                            org.springframework.web.filter.RequestContextFilter.doFilterInternal (),396 ms (-0%),396 ms (-0%),4
                             org.apache.catalina.core.ApplicationFilterChain.doFilter (),396 ms (-0%),396 ms (-0%),4
                              org.apache.catalina.core.ApplicationFilterChain.internalDoFilter (),396 ms (-0%),396 ms (-0%),4
                               org.springframework.web.filter.DelegatingFilterProxy.doFilter (),396 ms (-0%),396 ms (-0%),4
                                org.springframework.web.filter.DelegatingFilterProxy.invokeDelegate (),396 ms (-0%),396 ms (-0%),4
                                 org.springframework.security.web.FilterChainProxy.doFilter (),396 ms (-0%),396 ms (-0%),4
                                  org.springframework.security.web.FilterChainProxy.doFilterInternal (),396 ms (-0%),396 ms (-0%),4
                                   org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),396 ms (-0%),396 ms (-0%),4
                                    org.springframework.web.filter.OncePerRequestFilter.doFilter (),396 ms (-0%),396 ms (-0%),4
                                     org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter.doFilterInternal (),396 ms (-0%),396 ms (-0%),4
                                      org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),396 ms (-0%),396 ms (-0%),4
                                       org.springframework.security.web.context.SecurityContextPersistenceFilter.doFilter (),396 ms (-0%),396 ms (-0%),4
                                        org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),396 ms (-0%),396 ms (-0%),4
                                         org.springframework.web.filter.OncePerRequestFilter.doFilter (),396 ms (-0%),396 ms (-0%),4
                                          org.springframework.security.web.header.HeaderWriterFilter.doFilterInternal (),396 ms (-0%),396 ms (-0%),4
                                           org.springframework.security.web.header.HeaderWriterFilter.doHeadersAfter (),396 ms (-0%),396 ms (-0%),4
                                            org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),396 ms (-0%),396 ms (-0%),4
                                             org.springframework.security.web.authentication.logout.LogoutFilter.doFilter (),396 ms (-0%),396 ms (-0%),4
                                              org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),396 ms (-0%),396 ms (-0%),4
                                               org.springframework.security.web.authentication.AbstractAuthenticationProcessingFilter.doFilter (),396 ms (-0%),396 ms (-0%),4
                                                org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),396 ms (-0%),396 ms (-0%),4
                                                 org.springframework.security.web.savedrequest.RequestCacheAwareFilter.doFilter (),396 ms (-0%),396 ms (-0%),4
                                                  org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),396 ms (-0%),396 ms (-0%),4
                                                   org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter.doFilter (),396 ms (-0%),396 ms (-0%),4
                                                    org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),396 ms (-0%),396 ms (-0%),4
                                                     org.springframework.security.web.authentication.AnonymousAuthenticationFilter.doFilter (),396 ms (-0%),396 ms (-0%),4
                                                      org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),396 ms (-0%),396 ms (-0%),4
                                                       org.springframework.security.web.session.SessionManagementFilter.doFilter (),396 ms (-0%),396 ms (-0%),4
                                                        org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),396 ms (-0%),396 ms (-0%),4
                                                         org.springframework.security.web.access.ExceptionTranslationFilter.doFilter (),396 ms (-0%),396 ms (-0%),4
                                                          org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),396 ms (-0%),396 ms (-0%),4
                                                           org.springframework.security.web.access.intercept.FilterSecurityInterceptor.doFilter (),396 ms (-0%),396 ms (-0%),4
                                                            org.springframework.security.web.access.intercept.FilterSecurityInterceptor.invoke (),396 ms (-0%),396 ms (-0%),4
                                                             org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),307 ms (-0%),307 ms (-0%),3
                                                              org.apache.catalina.core.ApplicationFilterChain.doFilter (),307 ms (-0%),307 ms (-0%),3
                                                               org.apache.catalina.core.ApplicationFilterChain.internalDoFilter (),307 ms (-0%),307 ms (-0%),3
                                                                org.apache.tomcat.websocket.server.WsFilter.doFilter (),307 ms (-0%),307 ms (-0%),3
                                                                 org.apache.catalina.core.ApplicationFilterChain.doFilter (),307 ms (-0%),307 ms (-0%),3
                                                                  org.apache.catalina.core.ApplicationFilterChain.internalDoFilter (),307 ms (-0%),307 ms (-0%),3
                                                                   javax.servlet.http.HttpServlet.service (),307 ms (-0%),307 ms (-0%),3
                                                                    org.springframework.web.servlet.FrameworkServlet.service (),307 ms (-0%),307 ms (-0%),3
                                                                     javax.servlet.http.HttpServlet.service (),307 ms (-0%),307 ms (-0%),3
                                                                      org.springframework.web.servlet.FrameworkServlet.doGet (),307 ms (-0%),307 ms (-0%),3
                                                                       org.springframework.web.servlet.FrameworkServlet.processRequest (),307 ms (-0%),307 ms (-0%),3
                                                                        org.springframework.web.servlet.DispatcherServlet.doService (),307 ms (-0%),307 ms (-0%),3
                                                                         org.springframework.web.servlet.DispatcherServlet.doDispatch (),307 ms (-0%),307 ms (-0%),3
                                                                          org.springframework.web.servlet.DispatcherServlet.processDispatchResult (),197 ms (-0%),197 ms (-0%),2
                                                                           org.springframework.web.servlet.DispatcherServlet.render (),197 ms (-0%),197 ms (-0%),2
                                                                            org.springframework.web.servlet.DispatcherServlet.resolveViewName (),197 ms (-0%),197 ms (-0%),2
                                                                             org.springframework.web.servlet.view.ContentNegotiatingViewResolver.resolveViewName (),197 ms (-0%),197 ms (-0%),2
                                                                              org.springframework.web.servlet.view.ContentNegotiatingViewResolver.getCandidateViews (),109 ms (-0%),109 ms (-0%),1
                                                                               org.springframework.web.servlet.view.AbstractCachingViewResolver.resolveViewName (),109 ms (-0%),109 ms (-0%),1
                                                                                org.thymeleaf.spring5.view.ThymeleafViewResolver.createView (),109 ms (-0%),109 ms (-0%),1
                                                                                 org.thymeleaf.spring5.view.ThymeleafViewResolver.canHandle (),109 ms (-0%),109 ms (-0%),1
                                                                                  org.thymeleaf.spring5.view.ThymeleafViewResolver.getViewNames (),109 ms (-0%),109 ms (-0%),1
                                                                                  Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                 Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                               Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                              org.springframework.web.servlet.view.ContentNegotiatingViewResolver.getMediaTypes (),88.6 ms (-0%),88.6 ms (-0%),1
                                                                               org.springframework.web.accept.ContentNegotiationManager.resolveMediaTypes (),88.6 ms (-0%),88.6 ms (-0%),1
