Name,Live Bytes,Live Objects
java.util.ImmutableCollections$List12,"5,736 B (0%)",239 (0%)
org.apache.tomcat.util.net.NioBlockingSelector$BlockPoller$RunnableRemove,"5,728 B (0%)",179 (0%)
com.sun.beans.introspect.PropertyInfo,"5,720 B (0%)",143 (0%)
javax.management.ObjectName$Property,"5,712 B (0%)",238 (0%)
org.springframework.web.context.request.async.StandardServletAsyncWebRequest,"5,696 B (0%)",89 (0%)
org.springframework.web.context.support.ServletRequestHandledEvent,"5,696 B (0%)",89 (0%)
org.springframework.web.servlet.FlashMap,"5,696 B (0%)",89 (0%)
org.springframework.core.type.MethodMetadata[],"5,696 B (0%)",275 (0%)
org.hibernate.engine.spi.ActionQueue,"5,696 B (0%)",89 (0%)
com.sun.jmx.mbeanserver.ConvertingMethod,"5,696 B (0%)",178 (0%)
java.lang.module.ModuleDescriptor$Requires,"5,696 B (0%)",178 (0%)
com.zaxxer.hikari.pool.HikariProxyConnection,"5,696 B (0%)",89 (0%)
sun.net.www.protocol.jar.URLJarFile,"5,688 B (0%)",79 (0%)
java.lang.StringBuilder[],"5,664 B (0%)",177 (0%)
java.text.FieldPosition,"5,664 B (0%)",177 (0%)
java.util.AbstractList$ListItr,"5,632 B (0%)",176 (0%)
org.springframework.data.jpa.repository.support.DefaultQueryHints,"5,632 B (0%)",176 (0%)
org.springframework.core.convert.support.GenericConversionService$ConverterAdapter,"5,568 B (0%)",174 (0%)
java.security.Principal[],"5,536 B (0%)",346 (0%)
java.security.ProtectionDomain$Key,"5,536 B (0%)",346 (0%)
java.util.logging.LogManager$LogNode,"5,536 B (0%)",173 (0%)
java.io.ObjectInputStream$HandleTable$HandleList[],"5,512 B (0%)",89 (0%)
org.thymeleaf.engine.TemplateModelController$SkipBody[],"5,432 B (0%)",46 (0%)
org.springframework.expression.spel.standard.InternalSpelExpressionParser,"5,400 B (0%)",135 (0%)
org.thymeleaf.engine.ElementTagStructureHandler,"5,400 B (0%)",45 (0%)
org.springframework.security.web.FilterInvocation,"5,376 B (0%)",224 (0%)
java.io.ObjectOutputStream$HandleTable,"5,360 B (0%)",134 (0%)
java.util.Comparator$$Lambda$470.0x0000000800dd7270,"5,352 B (0%)",223 (0%)
com.fasterxml.jackson.databind.type.ClassKey,"5,280 B (0%)",220 (0%)
sun.reflect.generics.scope.MethodScope,"5,256 B (0%)",219 (0%)
java.io.File[],"5,192 B (0%)",165 (0%)
java.lang.String[][],"5,184 B (0%)",105 (0%)
org.apache.logging.log4j.message.DefaultFlowMessageFactory,"5,112 B (0%)",213 (0%)
org.apache.logging.log4j.spi.AbstractLogger$LocalLogBuilder,"5,112 B (0%)",213 (0%)
java.util.zip.Inflater$InflaterZStreamRef,"5,064 B (0%)",211 (0%)
org.jboss.logging.Log4j2Logger,"5,064 B (0%)",211 (0%)
java.util.zip.ZipFile$CleanableResource,"5,056 B (0%)",158 (0%)
sun.nio.fs.WindowsFileAttributes,"5,056 B (0%)",79 (0%)
org.hibernate.internal.SessionFactoryImpl$SessionBuilderImpl,"5,040 B (0%)",90 (0%)
org.springframework.boot.autoconfigure.condition.ConditionMessage,"5,008 B (0%)",313 (0%)
java.util.HashMap$EntrySet,"4,992 B (0%)",312 (0%)
org.springframework.security.web.context.HttpSessionSecurityContextRepository$SaveToSessionResponseWrapper,"4,984 B (0%)",89 (0%)
org.springframework.validation.support.BindingAwareModelMap,"4,984 B (0%)",89 (0%)
org.hibernate.engine.jdbc.internal.JdbcCoordinatorImpl,"4,984 B (0%)",89 (0%)
org.springframework.web.servlet.mvc.method.RequestMappingInfo,"4,944 B (0%)",103 (0%)
java.lang.Character$UnicodeBlock,"4,944 B (0%)",309 (0%)
java.util.logging.Logger,"4,928 B (0%)",88 (0%)
java.math.BigInteger,"4,880 B (0%)",122 (0%)
sun.rmi.transport.ConnectionInputStream,"4,824 B (0%)",67 (0%)
java.util.concurrent.atomic.AtomicBoolean,"4,800 B (0%)",300 (0%)
org.thymeleaf.engine.HTMLElementName,"4,760 B (0%)",119 (0%)
sun.reflect.generics.tree.ClassSignature,"4,728 B (0%)",197 (0%)
org.springframework.util.ConcurrentReferenceHashMap,"4,720 B (0%)",118 (0%)
java.lang.management.LockInfo,"4,704 B (0%)",196 (0%)
sun.net.www.protocol.file.FileURLConnection,"4,680 B (0%)",45 (0%)
org.hibernate.query.internal.QueryImpl,"4,680 B (0%)",45 (0%)
org.thymeleaf.standard.processor.StandardRemovableAttributeTagProcessor,"4,656 B (0%)",97 (0%)
org.hibernate.internal.util.collections.BoundedConcurrentHashMap$Segment,"4,608 B (0%)",96 (0%)
org.hibernate.engine.jdbc.spi.TypeInfo,"4,592 B (0%)",82 (0%)
java.util.Collections$SetFromMap,"4,584 B (0%)",191 (0%)
com.sun.beans.util.Cache$Kind$Soft,"4,560 B (0%)",114 (0%)
sun.reflect.generics.tree.ClassTypeSignature[],"4,560 B (0%)",197 (0%)
java.rmi.server.UID,"4,544 B (0%)",142 (0%)
java.lang.module.ModuleDescriptor,"4,544 B (0%)",71 (0%)
org.apache.tomcat.util.threads.TaskThread,"4,512 B (0%)",12 (0%)
sun.reflect.generics.tree.TypeSignature[],"4,504 B (0%)",227 (0%)
java.text.DecimalFormat,"4,464 B (0%)",31 (0%)
org.springframework.beans.PropertyValue,"4,464 B (0%)",93 (0%)
java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionNode,"4,448 B (0%)",139 (0%)
java.util.jar.JarFile,"4,424 B (0%)",79 (0%)
org.springframework.beans.TypeConverterDelegate,"4,416 B (0%)",184 (0%)
sun.nio.fs.WindowsPath,"4,400 B (0%)",110 (0%)
org.apache.tomcat.util.http.MimeHeaderField,"4,368 B (0%)",182 (0%)
java.io.ObjectInputStream$BlockDataInputStream,"4,368 B (0%)",78 (0%)
org.springframework.expression.spel.support.ReflectiveMethodExecutor,"4,352 B (0%)",136 (0%)
org.springframework.expression.spel.ast.MethodReference$CachedMethodExecutor,"4,352 B (0%)",136 (0%)
org.springframework.expression.spel.support.StandardTypeComparator,"4,320 B (0%)",270 (0%)
org.springframework.expression.spel.standard.Tokenizer,"4,320 B (0%)",135 (0%)
org.springframework.expression.spel.support.StandardTypeConverter,"4,320 B (0%)",270 (0%)
org.springframework.expression.spel.support.StandardOperatorOverloader,"4,320 B (0%)",270 (0%)
org.thymeleaf.context.WebEngineContext$RequestAttributesVariablesMap,"4,320 B (0%)",45 (0%)
org.thymeleaf.spring5.expression.ThymeleafEvaluationContextWrapper,"4,320 B (0%)",135 (0%)
org.springframework.core.GenericTypeResolver$$Lambda$144.0x0000000800c43f10,"4,320 B (0%)",270 (0%)
org.springframework.security.web.util.OnCommittedResponseWrapper$SaveContextPrintWriter,"4,320 B (0%)",90 (0%)
org.hibernate.engine.query.spi.QueryPlanCache$HQLQueryPlanKey,"4,288 B (0%)",134 (0%)
antlr.ANTLRHashString,"4,288 B (0%)",134 (0%)
sun.rmi.transport.ConnectionOutputStream,"4,288 B (0%)",67 (0%)
org.hibernate.resource.transaction.backend.jdbc.internal.JdbcResourceLocalTransactionCoordinatorImpl,"4,272 B (0%)",89 (0%)
org.springframework.core.annotation.AnnotationTypeMappings$Cache$$Lambda$115.0x0000000800c1b030,"4,272 B (0%)",267 (0%)
org.springframework.web.method.support.ModelAndViewContainer,"4,272 B (0%)",89 (0%)
org.springframework.core.annotation.AnnotationTypeMappings$$Lambda$114.0x0000000800c1adf0,"4,272 B (0%)",267 (0%)
org.hibernate.resource.jdbc.internal.LogicalConnectionManagedImpl,"4,272 B (0%)",89 (0%)
org.springframework.aop.framework.ReflectiveMethodInvocation,"4,272 B (0%)",89 (0%)
org.hibernate.engine.internal.EntityEntryContext,"4,272 B (0%)",89 (0%)
org.springframework.security.web.header.HeaderWriterFilter$HeaderWriterResponse,"4,272 B (0%)",89 (0%)
org.hibernate.event.spi.PostLoadEvent,"4,256 B (0%)",133 (0%)
org.springframework.web.servlet.HandlerInterceptor[],"4,256 B (0%)",177 (0%)
com.sun.beans.introspect.MethodInfo,"4,248 B (0%)",177 (0%)
com.mysql.cj.protocol.Resultset$Concurrency[],"4,248 B (0%)",177 (0%)
org.springframework.boot.web.server.MimeMappings$Mapping,"4,224 B (0%)",176 (0%)
jdk.internal.loader.BuiltinClassLoader$1,"4,224 B (0%)",132 (0%)
java.lang.ThreadLocal$ThreadLocalMap$Entry[],"4,208 B (0%)",27 (0%)
org.springframework.boot.autoconfigure.condition.ConditionEvaluationReport$ConditionAndOutcomes,"4,208 B (0%)",263 (0%)
java.util.HashMap$KeySet,"4,192 B (0%)",262 (0%)
java.lang.Byte,"4,096 B (0%)",256 (0%)
jdk.internal.module.ServicesCatalog$ServiceProvider,"4,080 B (0%)",170 (0%)
javax.management.ObjectName,"4,032 B (0%)",126 (0%)
java.util.ImmutableCollections$SetN,"4,008 B (0%)",167 (0%)
jdk.internal.module.ModuleReferenceImpl,"3,920 B (0%)",70 (0%)
java.io.BufferedInputStream,"3,840 B (0%)",96 (0%)
java.lang.invoke.MethodHandle[],"3,792 B (0%)",49 (0%)
jdk.internal.loader.URLClassPath$JarLoader,"3,792 B (0%)",79 (0%)
org.thymeleaf.engine.HTMLElementDefinition,"3,776 B (0%)",118 (0%)
com.sun.jmx.mbeanserver.MXBeanMapping[],"3,776 B (0%)",189 (0%)
org.hibernate.internal.util.collections.BoundedConcurrentHashMap$LIRSHashEntry,"3,696 B (0%)",66 (0%)
org.hibernate.engine.spi.LoadQueryInfluencers,"3,600 B (0%)",90 (0%)
java.util.logging.Logger$ConfigurationData,"3,560 B (0%)",89 (0%)
org.springframework.orm.jpa.JpaTransactionManager$JpaTransactionObject,"3,560 B (0%)",89 (0%)
org.hibernate.resource.jdbc.internal.ResourceRegistryStandardImpl,"3,560 B (0%)",89 (0%)
org.springframework.web.context.request.async.WebAsyncManager,"3,560 B (0%)",89 (0%)
com.mysql.cj.protocol.a.result.ResultsetRowsStatic,"3,560 B (0%)",89 (0%)
org.springframework.jdbc.datasource.ConnectionHolder,"3,560 B (0%)",89 (0%)
org.springframework.http.CacheControl,"3,560 B (0%)",89 (0%)
org.apache.tomcat.util.http.parser.Host$MessageBytesReader,"3,520 B (0%)",88 (0%)
com.mysql.cj.protocol.a.TextRowFactory,"3,520 B (0%)",88 (0%)
java.security.Provider$ServiceKey,"3,504 B (0%)",146 (0%)
org.hibernate.query.criteria.internal.path.RootImpl,"3,456 B (0%)",48 (0%)
com.mysql.cj.conf.StringPropertyDefinition,"3,416 B (0%)",61 (0%)
javax.management.openmbean.OpenMBeanAttributeInfoSupport,"3,392 B (0%)",53 (0%)
org.apache.logging.log4j.message.ParameterizedMessageFactory,"3,392 B (0%)",212 (0%)
org.springframework.web.servlet.view.RedirectView,"3,384 B (0%)",47 (0%)
org.apache.logging.log4j.message.MessageFormatMessageFactory,"3,376 B (0%)",211 (0%)
sun.reflect.generics.tree.TypeVariableSignature,"3,344 B (0%)",209 (0%)
org.springframework.web.servlet.mvc.condition.PatternsRequestCondition,"3,328 B (0%)",104 (0%)
org.springframework.core.annotation.AnnotationTypeMappings,"3,288 B (0%)",137 (0%)
org.springframework.expression.spel.support.ReflectiveMethodResolver,"3,264 B (0%)",136 (0%)
org.thymeleaf.standard.processor.StandardDOMEventAttributeTagProcessor,"3,264 B (0%)",68 (0%)
org.springframework.expression.spel.ast.PropertyOrFieldReference,"3,248 B (0%)",58 (0%)
java.lang.invoke.DirectMethodHandle$Interface,"3,240 B (0%)",81 (0%)
org.thymeleaf.spring5.expression.ThymeleafEvaluationContext,"3,240 B (0%)",45 (0%)
org.thymeleaf.spring5.view.ThymeleafView,"3,240 B (0%)",45 (0%)
org.attoparser.MarkupEventProcessorHandler,"3,240 B (0%)",45 (0%)
org.hibernate.engine.internal.EntityEntryContext$EntityEntryCrossRefImpl[],"3,216 B (0%)",89 (0%)
org.apache.logging.log4j.message.ObjectMessage,"3,168 B (0%)",132 (0%)
org.springframework.web.servlet.mvc.method.annotation.ExtendedServletRequestDataBinder,"3,168 B (0%)",44 (0%)
com.sun.management.internal.DiagnosticCommandArgumentInfo,"3,160 B (0%)",79 (0%)
java.io.ObjectStreamClass$ClassDataSlot,"3,144 B (0%)",131 (0%)
sun.reflect.generics.reflectiveObjects.TypeVariableImpl,"3,136 B (0%)",98 (0%)
java.util.ResourceBundle$CacheKey,"3,096 B (0%)",43 (0%)
java.util.ServiceLoader,"3,080 B (0%)",55 (0%)
java.util.regex.Pattern$BmpCharProperty,"3,072 B (0%)",128 (0%)
org.hibernate.internal.util.collections.BoundedConcurrentHashMap$LIRS,"3,072 B (0%)",64 (0%)
java.lang.invoke.LambdaFormEditor$Transform,"3,072 B (0%)",64 (0%)
javax.management.MBeanAttributeInfo[],"3,032 B (0%)",60 (0%)
sun.util.calendar.ZoneInfo,"3,024 B (0%)",54 (0%)
java.security.Provider$Service,"2,968 B (0%)",53 (0%)
jdk.internal.loader.URLClassPath$FileLoader$1,"2,944 B (0%)",92 (0%)
org.thymeleaf.engine.TemplateModelController,"2,880 B (0%)",45 (0%)
org.springframework.web.servlet.support.RequestContext,"2,880 B (0%)",45 (0%)
org.thymeleaf.templateparser.reader.PrototypeOnlyCommentMarkupReader,"2,880 B (0%)",45 (0%)
org.springframework.beans.BeanWrapperImpl$BeanPropertyHandler,"2,880 B (0%)",90 (0%)
org.thymeleaf.templateparser.reader.ParserLevelCommentMarkupReader,"2,880 B (0%)",45 (0%)
org.springframework.beans.AbstractNestablePropertyAccessor$PropertyTokenHolder,"2,880 B (0%)",120 (0%)
org.thymeleaf.context.WebEngineContext,"2,880 B (0%)",45 (0%)
org.springframework.transaction.interceptor.TransactionAspectSupport$1,"2,848 B (0%)",89 (0%)
com.zaxxer.hikari.pool.HikariProxyPreparedStatement,"2,848 B (0%)",89 (0%)
org.hibernate.engine.transaction.internal.TransactionImpl,"2,848 B (0%)",89 (0%)
org.springframework.orm.jpa.EntityManagerHolder,"2,848 B (0%)",89 (0%)
org.springframework.orm.jpa.vendor.HibernateJpaDialect$SessionTransactionData,"2,848 B (0%)",89 (0%)
org.springframework.security.web.servletapi.HttpServlet3RequestFactory$Servlet3SecurityContextHolderAwareRequestWrapper,"2,848 B (0%)",89 (0%)
org.springframework.transaction.support.DefaultTransactionStatus,"2,848 B (0%)",89 (0%)
org.springframework.security.access.intercept.InterceptorStatusToken,"2,848 B (0%)",89 (0%)
org.springframework.web.servlet.ModelAndView,"2,848 B (0%)",89 (0%)
org.hibernate.event.spi.PreLoadEvent,"2,848 B (0%)",89 (0%)
com.mysql.cj.result.SqlTimeValueFactory,"2,848 B (0%)",89 (0%)
org.springframework.transaction.interceptor.TransactionAspectSupport$TransactionInfo,"2,848 B (0%)",89 (0%)
org.springframework.web.servlet.HandlerExecutionChain,"2,848 B (0%)",89 (0%)
org.hibernate.engine.jdbc.internal.ResultSetReturnImpl,"2,848 B (0%)",89 (0%)
org.springframework.core.annotation.TypeMappedAnnotations$MergedAnnotationFinder,"2,848 B (0%)",89 (0%)
org.springframework.core.type.classreading.SimpleAnnotationMetadataReadingVisitor$Source,"2,848 B (0%)",178 (0%)
org.springframework.security.web.FilterChainProxy$VirtualFilterChain,"2,848 B (0%)",89 (0%)
org.hibernate.internal.JdbcSessionContextImpl,"2,848 B (0%)",89 (0%)
org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter$$Lambda$1004.0x00000008011eb9d0,"2,832 B (0%)",177 (0%)
java.lang.RuntimePermission,"2,832 B (0%)",118 (0%)
javax.management.MBeanInfo,"2,832 B (0%)",59 (0%)
org.thymeleaf.engine.ElementDefinitions$HTMLElementDefinitionSpec,"2,832 B (0%)",118 (0%)
java.util.TreeMap$ValueIterator,"2,816 B (0%)",88 (0%)
org.hibernate.engine.jdbc.internal.StatementPreparerImpl$5,"2,816 B (0%)",88 (0%)
java.io.DataInputStream,"2,816 B (0%)",88 (0%)
org.hibernate.loader.plan.exec.process.internal.ResultSetProcessingContextImpl,"2,816 B (0%)",44 (0%)
org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter$$Lambda$1005.0x00000008011ebe08,"2,816 B (0%)",88 (0%)
java.text.DecimalFormatSymbols,"2,816 B (0%)",32 (0%)
org.springframework.security.web.access.expression.AbstractVariableEvaluationContextPostProcessor$1,"2,816 B (0%)",88 (0%)
org.springframework.beans.factory.support.DefaultListableBeanFactory$$Lambda$474.0x0000000800e193f8,"2,816 B (0%)",88 (0%)
java.io.ObjectStreamField[],"2,808 B (0%)",97 (0%)
org.springframework.context.support.MessageSourceAccessor,"2,808 B (0%)",117 (0%)
org.springframework.beans.factory.support.GenericBeanDefinition,"2,808 B (0%)",27 (0%)
java.util.regex.Pattern$GroupTail,"2,808 B (0%)",117 (0%)
sun.reflect.annotation.AnnotationType,"2,784 B (0%)",87 (0%)
java.lang.reflect.Parameter[],"2,776 B (0%)",108 (0%)
java.util.ResourceBundle$KeyElementReference,"2,752 B (0%)",86 (0%)
java.util.regex.Pattern$GroupHead,"2,736 B (0%)",114 (0%)
org.springframework.expression.spel.ast.SpelNodeImpl[],"2,728 B (0%)",159 (0%)
java.lang.invoke.DirectMethodHandle$Accessor,"2,720 B (0%)",68 (0%)
org.hibernate.query.criteria.internal.QueryStructure,"2,688 B (0%)",48 (0%)
sun.rmi.transport.StreamRemoteCall,"2,680 B (0%)",67 (0%)
java.io.ObjectOutputStream$BlockDataOutputStream,"2,680 B (0%)",67 (0%)
org.hibernate.internal.util.collections.BoundedConcurrentHashMap$LRU,"2,560 B (0%)",32 (0%)
java.util.WeakHashMap$KeySet,"2,544 B (0%)",159 (0%)
org.springframework.context.event.AbstractApplicationEventMulticaster$ListenerCacheKey,"2,544 B (0%)",106 (0%)
java.io.RandomAccessFile,"2,528 B (0%)",79 (0%)
org.thymeleaf.context.WebEngineContext$RequestAttributesVariablesMap$SelectionTarget[],"2,520 B (0%)",45 (0%)
org.thymeleaf.engine.DocType,"2,520 B (0%)",45 (0%)
org.thymeleaf.engine.TemplateHandlerAdapterMarkupHandler,"2,520 B (0%)",45 (0%)
org.thymeleaf.inline.IInliner[],"2,520 B (0%)",45 (0%)
org.thymeleaf.engine.TemplateData[],"2,520 B (0%)",45 (0%)
org.attoparser.ParseStatus,"2,520 B (0%)",45 (0%)
org.thymeleaf.standard.inline.OutputExpressionInlinePreProcessorHandler,"2,520 B (0%)",45 (0%)
java.io.ObjectStreamClass$ClassDataSlot[],"2,512 B (0%)",103 (0%)
java.io.ObjectInputStream$PeekInputStream,"2,496 B (0%)",78 (0%)
java.io.ObjectInputStream$HandleTable,"2,496 B (0%)",78 (0%)
java.security.AccessControlContext,"2,480 B (0%)",62 (0%)
java.util.concurrent.ConcurrentLinkedQueue,"2,448 B (0%)",102 (0%)
org.apache.catalina.util.ManifestResource,"2,432 B (0%)",76 (0%)
java.util.regex.Pattern$Slice,"2,424 B (0%)",101 (0%)
sun.reflect.generics.tree.FormalTypeParameter,"2,424 B (0%)",101 (0%)
javax.management.MBeanAttributeInfo,"2,400 B (0%)",75 (0%)
java.lang.invoke.BoundMethodHandle$Species_LL,"2,320 B (0%)",58 (0%)
java.time.format.DateTimeFormatterBuilder$NumberPrinterParser,"2,304 B (0%)",72 (0%)
java.util.Properties,"2,296 B (0%)",41 (0%)
java.util.concurrent.LinkedBlockingQueue$Node,"2,256 B (0%)",94 (0%)
java.lang.annotation.ElementType[],"2,216 B (0%)",86 (0%)
sun.nio.cs.StreamDecoder,"2,208 B (0%)",46 (0%)
java.io.BufferedReader,"2,208 B (0%)",46 (0%)
java.util.ServiceLoader$LazyClassPathLookupIterator,"2,200 B (0%)",55 (0%)
org.springframework.core.io.ResourceEditor,"2,200 B (0%)",55 (0%)
org.springframework.web.method.support.HandlerMethodArgumentResolverComposite,"2,184 B (0%)",91 (0%)
org.springframework.http.HttpStatus,"2,176 B (0%)",68 (0%)
org.thymeleaf.engine.TemplateBoundariesStructureHandler,"2,160 B (0%)",45 (0%)
java.io.ObjectInputStream$FieldValues,"2,160 B (0%)",90 (0%)
org.springframework.expression.spel.support.ReflectionHelper$ArgumentsMatchInfo,"2,160 B (0%)",135 (0%)
sun.reflect.generics.parser.SignatureParser,"2,160 B (0%)",90 (0%)
org.hibernate.engine.spi.EffectiveEntityGraph,"2,160 B (0%)",90 (0%)
org.springframework.beans.SimpleTypeConverter,"2,160 B (0%)",45 (0%)
org.thymeleaf.cache.TemplateCacheKey,"2,160 B (0%)",45 (0%)
java.net.URLClassLoader$2,"2,160 B (0%)",90 (0%)
org.hibernate.query.internal.QueryParameterBindingsImpl,"2,160 B (0%)",45 (0%)
java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask,"2,160 B (0%)",30 (0%)
sun.reflect.generics.visitor.Reifier,"2,160 B (0%)",90 (0%)
sun.rmi.transport.Transport$$Lambda$163.0x0000000800c60670,"2,144 B (0%)",134 (0%)
sun.rmi.transport.Transport$1,"2,144 B (0%)",67 (0%)
org.hibernate.resource.transaction.backend.jdbc.internal.JdbcResourceLocalTransactionCoordinatorImpl$TransactionDriverControlImpl,"2,136 B (0%)",89 (0%)
org.springframework.security.web.context.HttpRequestResponseHolder,"2,136 B (0%)",89 (0%)
org.springframework.orm.jpa.support.AsyncRequestInterceptor,"2,136 B (0%)",89 (0%)
org.springframework.security.web.context.HttpSessionSecurityContextRepository$SaveToSessionRequestWrapper,"2,136 B (0%)",89 (0%)
org.springframework.web.servlet.mvc.method.annotation.ServletRequestDataBinderFactory,"2,136 B (0%)",89 (0%)
org.springframework.web.method.annotation.ModelFactory,"2,136 B (0%)",89 (0%)
com.mysql.cj.result.SqlTimestampValueFactory,"2,136 B (0%)",89 (0%)
com.zaxxer.hikari.pool.HikariProxyResultSet,"2,136 B (0%)",89 (0%)
com.mysql.cj.result.BinaryStreamValueFactory,"2,136 B (0%)",89 (0%)
com.mysql.cj.result.LocalDateValueFactory,"2,136 B (0%)",89 (0%)
org.springframework.web.servlet.DispatcherServlet$$Lambda$1000.0x00000008011e8b78,"2,136 B (0%)",89 (0%)
com.mysql.cj.result.FloatValueFactory,"2,136 B (0%)",89 (0%)
com.mysql.cj.result.LongValueFactory,"2,136 B (0%)",89 (0%)
org.hibernate.cache.internal.NoCachingTransactionSynchronizationImpl,"2,136 B (0%)",89 (0%)
org.springframework.security.web.header.HeaderWriterFilter$HeaderWriterRequest,"2,136 B (0%)",89 (0%)
com.mysql.cj.result.BooleanValueFactory,"2,136 B (0%)",89 (0%)
com.mysql.cj.result.LocalDateTimeValueFactory,"2,136 B (0%)",89 (0%)
org.hibernate.engine.jdbc.internal.StatementPreparerImpl,"2,136 B (0%)",89 (0%)
com.mysql.cj.result.IntegerValueFactory,"2,136 B (0%)",89 (0%)
com.mysql.cj.result.BigDecimalValueFactory,"2,136 B (0%)",89 (0%)
org.hibernate.internal.NonContextualJdbcConnectionAccess,"2,136 B (0%)",89 (0%)
com.mysql.cj.result.ShortValueFactory,"2,136 B (0%)",89 (0%)
com.mysql.cj.result.DoubleValueFactory,"2,136 B (0%)",89 (0%)
com.mysql.cj.result.ByteValueFactory,"2,136 B (0%)",89 (0%)
org.hibernate.internal.JdbcObserverImpl,"2,136 B (0%)",89 (0%)
org.springframework.web.method.annotation.SessionAttributesHandler$$Lambda$1026.0x000000080122c300,"2,136 B (0%)",89 (0%)
org.springframework.orm.jpa.ExtendedEntityManagerCreator$ExtendedEntityManagerInvocationHandler,"2,136 B (0%)",89 (0%)
org.springframework.security.web.firewall.StrictHttpFirewall$1,"2,136 B (0%)",89 (0%)
com.mysql.cj.result.LocalTimeValueFactory,"2,136 B (0%)",89 (0%)
org.hibernate.internal.CoordinatingEntityNameResolver,"2,136 B (0%)",89 (0%)
sun.nio.cs.UTF_8$Decoder,"2,120 B (0%)",53 (0%)
org.springframework.web.servlet.DispatcherServlet$$Lambda$1001.0x00000008011e9010,"2,112 B (0%)",88 (0%)
